TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;131  AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.324142757336266, 48.83487923125603]], ""type"": ""MultiPoint""}";48.83487923125603,2.324142757336266
SANISETTE;;face au 1 BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3766279527566243, 48.8722796194314]], ""type"": ""MultiPoint""}";48.8722796194314,2.3766279527566243
TOILETTES;;SQUARE GUSTAVE MESUREUR;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-gustave-mesureur-2525;"{""coordinates"": [[2.362528627050125, 48.83375567823723]], ""type"": ""MultiPoint""}";48.83375567823723,2.362528627050125
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.380790072781452, 48.876855458646126]], ""type"": ""MultiPoint""}";48.876855458646126,2.380790072781452
TOILETTES;;SQUARE EDOUARD VAILLANT;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-edouard-vaillant-2691;"{""coordinates"": [[2.3999211355178427, 48.86624979612694]], ""type"": ""MultiPoint""}";48.86624979612694,2.3999211355178427
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-philippe-farine-ex-square-du-mail-gatbois-2601;"{""coordinates"": [[2.381996878028027, 48.84435659883764]], ""type"": ""MultiPoint""}";48.84435659883764,2.381996878028027
TOILETTES;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.3591465064630635, 48.84843664146207]], ""type"": ""MultiPoint""}";48.84843664146207,2.3591465064630635
TOILETTES;;JARDIN DE LA FOLIE TITON;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-la-folie-titon-2842;"{""coordinates"": [[2.385387214042942, 48.8521493384893]], ""type"": ""MultiPoint""}";48.8521493384893,2.385387214042942
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""coordinates"": [[2.353968199139137, 48.85349716617869]], ""type"": ""MultiPoint""}";48.85349716617869,2.353968199139137
SANISETTE;;161  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.321116922699178, 48.82434142990772]], ""type"": ""MultiPoint""}";48.82434142990772,2.321116922699178
SANISETTE;;185  BOULEVARD LEFEBVRE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3033660534960805, 48.8282841141784]], ""type"": ""MultiPoint""}";48.8282841141784,2.3033660534960805
SANISETTE;;65  AVENUE EMILE ZOLA;75015;6 h - 1 h;Oui;;;"{""coordinates"": [[2.284774819622888, 48.846550685068856]], ""type"": ""MultiPoint""}";48.846550685068856,2.284774819622888
SANISETTE;;RUE DU THEATRE;75015;6 h - 1 h;Oui;;;"{""coordinates"": [[2.287920080193913, 48.8490352798541]], ""type"": ""MultiPoint""}";48.8490352798541,2.287920080193913
SANISETTE;;224  AVENUE DE VERSAILLES;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2586198461019364, 48.83839708065923]], ""type"": ""MultiPoint""}";48.83839708065923,2.2586198461019364
SANISETTE;;1 AVENUE DE PARIS;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.44114790542654, 48.844222603519434]], ""type"": ""MultiPoint""}";48.844222603519434,2.44114790542654
SANISETTE;;PLACE DE LA PORTE D AUTEUIL;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.257177590169219, 48.84844378816905]], ""type"": ""MultiPoint""}";48.84844378816905,2.257177590169219
SANISETTE;;2  SQUARE LAMARTINE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.275158169830335, 48.86517142314817]], ""type"": ""MultiPoint""}";48.86517142314817,2.275158169830335
SANISETTE;;face au 32 AVENUE NIEL;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2955325240081574, 48.8814959992131]], ""type"": ""MultiPoint""}";48.8814959992131,2.2955325240081574
SANISETTE;;opposé au 10 RUE DE L EVANGILE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.36154810397036, 48.892079500845476]], ""type"": ""MultiPoint""}";48.892079500845476,2.36154810397036
SANISETTE;;16  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3259361111674, 48.888224506944354]], ""type"": ""MultiPoint""}";48.888224506944354,2.3259361111674
SANISETTE;;1  RUE SAINT BRUNO;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3562705105912993, 48.88595754102246]], ""type"": ""MultiPoint""}";48.88595754102246,2.3562705105912993
SANISETTE;;6  RUE DE PANAMA;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352751478367211, 48.88762677637511]], ""type"": ""MultiPoint""}";48.88762677637511,2.352751478367211
SANISETTE;;face au 3 RUE DES DOCTEURS DEJERINE;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.412247373913974, 48.85445502611209]], ""type"": ""MultiPoint""}";48.85445502611209,2.412247373913974
SANISETTE;;face au 13 PLACE DE LA BOURSE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3406263950840906, 48.86891836470313]], ""type"": ""MultiPoint""}";48.86891836470313,2.3406263950840906
SANISETTE;;15  BOULEVARD SAINT DENIS;;24 h / 24;Oui;;;"{""coordinates"": [[2.3535020856873143, 48.869408298985206]], ""type"": ""MultiPoint""}";48.869408298985206,2.3535020856873143
SANISETTE;;27  BOULEVARD POISSONNIERE;;24 h / 24;Oui;;;"{""coordinates"": [[2.343654073079796, 48.87129988583528]], ""type"": ""MultiPoint""}";48.87129988583528,2.343654073079796
SANISETTE;;face au 2 RUE AUBRY LE BOUCHER;;24 h / 24;Oui;;;"{""coordinates"": [[2.350397746470584, 48.86021286930935]], ""type"": ""MultiPoint""}";48.86021286930935,2.350397746470584
SANISETTE;;9  BOULEVARD SAINT GERMAIN;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3548461823583855, 48.849330262603885]], ""type"": ""MultiPoint""}";48.849330262603885,2.3548461823583855
SANISETTE;;78  BOULEVARD SAINT MARCEL;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3535436411006163, 48.83741847058166]], ""type"": ""MultiPoint""}";48.83741847058166,2.3535436411006163
SANISETTE;;BOULEVARD SAINT MICHEL;;24 h / 24;Oui;;;"{""coordinates"": [[2.3374846283889914, 48.84175443253953]], ""type"": ""MultiPoint""}";48.84175443253953,2.3374846283889914
SANISETTE;;41  PLACE DE FINLANDE;;24 h / 24;Oui;;;"{""coordinates"": [[2.3108086227207383, 48.86247699359682]], ""type"": ""MultiPoint""}";48.86247699359682,2.3108086227207383
SANISETTE;;face au 1 RUE DE METZ;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3545614977622487, 48.87075131711197]], ""type"": ""MultiPoint""}";48.87075131711197,2.3545614977622487
SANISETTE;;2  RUE FERNAND FOUREAU;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.411269397772903, 48.8461981514924]], ""type"": ""MultiPoint""}";48.8461981514924,2.411269397772903
SANISETTE;;SQUARE ALESIA RIDER;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.325254307572461, 48.82837430991983]], ""type"": ""MultiPoint""}";48.82837430991983,2.325254307572461
SANISETTE;;face au 85 bis BOULEVARD DE MAGENTA;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.355100900623778, 48.87715340155667]], ""type"": ""MultiPoint""}";48.87715340155667,2.355100900623778
TOILETTES;;SQUARE ALEXANDRE ET RENE PARODI;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-alexandre-et-rene-parodi-2752;"{""coordinates"": [[2.2810061711840706, 48.87626368925604]], ""type"": ""MultiPoint""}";48.87626368925604,2.2810061711840706
TOILETTES;;SQUARE SUZANNE BUISSON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-suzanne-buisson-2688;"{""coordinates"": [[2.3371101585145073, 48.88837160641975]], ""type"": ""MultiPoint""}";48.88837160641975,2.3371101585145073
TOILETTES;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-la-butte-du-chapeau-rouge-1811;"{""coordinates"": [[2.398780849590685, 48.88101651958862]], ""type"": ""MultiPoint""}";48.88101651958862,2.398780849590685
TOILETTES;;PARC DE BELLEVILLE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-des-couronnes-2748;"{""coordinates"": [[2.3849689277445396, 48.87154116321315]], ""type"": ""MultiPoint""}";48.87154116321315,2.3849689277445396
TOILETTES;;JARDIN DAMIA;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-damia-2734;"{""coordinates"": [[2.394009135967313, 48.8547522453211]], ""type"": ""MultiPoint""}";48.8547522453211,2.394009135967313
TOILETTES;;BOIS DE BOULOGNE - PARC DE BAGATELLE - GRILLE D'HONNEUR;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.248019578481179, 48.86883301602136]], ""type"": ""MultiPoint""}";48.86883301602136,2.248019578481179
SANISETTE;;364  RUE LECOURBE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2816918169237694, 48.836240943583995]], ""type"": ""MultiPoint""}";48.836240943583995,2.2816918169237694
SANISETTE;;7  AVENUE DE LA PORTE DES TERNES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.282970855516519, 48.88111759201828]], ""type"": ""MultiPoint""}";48.88111759201828,2.282970855516519
SANISETTE;;face au 17 RUE POLONCEAU;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353401466086346, 48.88563235320071]], ""type"": ""MultiPoint""}";48.88563235320071,2.353401466086346
SANISETTE;;2  AVENUE DE LA PORTE DE SAINT OUEN;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.329375817479652, 48.89789971505309]], ""type"": ""MultiPoint""}";48.89789971505309,2.329375817479652
SANISETTE;;face au 34 BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3367738949822803, 48.88256734476811]], ""type"": ""MultiPoint""}";48.88256734476811,2.3367738949822803
SANISETTE;;74  BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.333530253543148, 48.88353488261509]], ""type"": ""MultiPoint""}";48.88353488261509,2.333530253543148
SANISETTE;;RUE DE LA CROIX SAINT SIMON;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.409918203488958, 48.85577188047998]], ""type"": ""MultiPoint""}";48.85577188047998,2.409918203488958
SANISETTE;;72  RUE DES AMANDIERS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.38977745051532, 48.86628405302379]], ""type"": ""MultiPoint""}";48.86628405302379,2.38977745051532
SANISETTE;;2  RUE MORNAY;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.36612319381352, 48.849474962211744]], ""type"": ""MultiPoint""}";48.849474962211744,2.36612319381352
SANISETTE;;RUE DE SEVRES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.323054655081175, 48.84983487675197]], ""type"": ""MultiPoint""}";48.84983487675197,2.323054655081175
SANISETTE;;AVENUE CHARLES FLOQUET;;24 h / 24;Oui;;;"{""coordinates"": [[2.295895903904689, 48.855104384442974]], ""type"": ""MultiPoint""}";48.855104384442974,2.295895903904689
SANISETTE;;opposé au 168 BOULEVARD DE MAGENTA;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3496100033787117, 48.883270091603826]], ""type"": ""MultiPoint""}";48.883270091603826,2.3496100033787117
SANISETTE;;44  AVENUE PHILIPPE AUGUSTE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.393718336174439, 48.85213697345383]], ""type"": ""MultiPoint""}";48.85213697345383,2.393718336174439
SANISETTE;;195  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3878803342343025, 48.853292450305034]], ""type"": ""MultiPoint""}";48.853292450305034,2.3878803342343025
SANISETTE;;124  AVENUE DU GENERAL MICHEL BIZOT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4046627800361193, 48.840456320638104]], ""type"": ""MultiPoint""}";48.840456320638104,2.4046627800361193
SANISETTE;;4  PLACE ABBE GEORGES HENOCQUE;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3530954643683972, 48.82406568071868]], ""type"": ""MultiPoint""}";48.82406568071868,2.3530954643683972
SANISETTE;;face au 129 RUE DE LA GLACIERE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.341806493177043, 48.826690707467044]], ""type"": ""MultiPoint""}";48.826690707467044,2.341806493177043
SANISETTE;;face au 159 AVENUE DE CHOISY;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3584532011028068, 48.828198365793185]], ""type"": ""MultiPoint""}";48.828198365793185,2.3584532011028068
SANISETTE;;face au 97 RUE DU CHEVALERET;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}";48.83032574552438,2.375200718397584
SANISETTE;;11  AVENUE MAURICE D OCAGNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311279224235746, 48.82498851904086]], ""type"": ""MultiPoint""}";48.82498851904086,2.311279224235746
SANISETTE;;21  RUE DE GERGOVIE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3145617213644476, 48.833925435692954]], ""type"": ""MultiPoint""}";48.833925435692954,2.3145617213644476
SANISETTE;;105  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3627338349338673, 48.87459203532375]], ""type"": ""MultiPoint""}";48.87459203532375,2.3627338349338673
TOILETTES;;SQUARE JEAN MOULIN;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-jean-moulin-2589;"{""coordinates"": [[2.318778523318068, 48.82377533658264]], ""type"": ""MultiPoint""}";48.82377533658264,2.318778523318068
TOILETTES;;PARC GEORGES BRASSENS;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-georges-brassens-1805;"{""coordinates"": [[2.299950913999616, 48.83162153125085]], ""type"": ""MultiPoint""}";48.83162153125085,2.299950913999616
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3851685198892683, 48.87986955015693]], ""type"": ""MultiPoint""}";48.87986955015693,2.3851685198892683
TOILETTES;;JARDIN DE LA GARE DE CHARONNE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-la-gare-de-charonne-2693;"{""coordinates"": [[2.4094169429554895, 48.85201539306615]], ""type"": ""MultiPoint""}";48.85201539306615,2.4094169429554895
TOILETTES;;JARDIN HENRI SAUVAGE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-henri-sauvage-ex-square-amiraux-boinod-2702;"{""coordinates"": [[2.3523880449031673, 48.89412216072536]], ""type"": ""MultiPoint""}";48.89412216072536,2.3523880449031673
TOILETTES;;SQUARE LEOPOLD ACHILLE;75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leopold-achille-2431;"{""coordinates"": [[2.363290758247612, 48.85822475886469]], ""type"": ""MultiPoint""}";48.85822475886469,2.363290758247612
SANISETTE;;1  AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3329171443000734, 48.83313899250652]], ""type"": ""MultiPoint""}";48.83313899250652,2.3329171443000734
SANISETTE;;face au 1 AVENUE EMILE ET ARMAND MASSARD;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.297570046469314, 48.88888267432093]], ""type"": ""MultiPoint""}";48.88888267432093,2.297570046469314
SANISETTE;;29  AVENUE MATHURIN MOREAU;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.373949704867119, 48.87844763612634]], ""type"": ""MultiPoint""}";48.87844763612634,2.373949704867119
SANISETTE;;face au 107 AVENUE JEAN JAURES;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3810149072163593, 48.88552389113011]], ""type"": ""MultiPoint""}";48.88552389113011,2.3810149072163593
SANISETTE;;118  BOULEVARD DE CHARONNE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.39595516695525, 48.8547611226117]], ""type"": ""MultiPoint""}";48.8547611226117,2.39595516695525
SANISETTE;;12  AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.415233912585556, 48.85532756366961]], ""type"": ""MultiPoint""}";48.85532756366961,2.415233912585556
SANISETTE;;1  RUE PAGANINI;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4113033441834513, 48.85142475093343]], ""type"": ""MultiPoint""}";48.85142475093343,2.4113033441834513
SANISETTE;;55  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3502030809078023, 48.862313183032356]], ""type"": ""MultiPoint""}";48.862313183032356,2.3502030809078023
SANISETTE;;RUE D ARCOLE;;24 h / 24;Oui;;;"{""coordinates"": [[2.3492432036278004, 48.853812057284806]], ""type"": ""MultiPoint""}";48.853812057284806,2.3492432036278004
SANISETTE;;4  RUE JUSSIEU;;24 h / 24;Oui;;;"{""coordinates"": [[2.35487219416498, 48.84622521629629]], ""type"": ""MultiPoint""}";48.84622521629629,2.35487219416498
SANISETTE;;face au 139 BOULEVARD SAINT MICHEL;;24 h / 24;Oui;;;"{""coordinates"": [[2.3374846283889914, 48.84175443253953]], ""type"": ""MultiPoint""}";48.84175443253953,2.3374846283889914
SANISETTE;;AVENUE DE L OBSERVATOIRE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3372284244281425, 48.84222410041659]], ""type"": ""MultiPoint""}";48.84222410041659,2.3372284244281425
SANISETTE;;CHAMPS DE MARS avenue GENERAL FERRIE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.296943316091291, 48.85718239169635]], ""type"": ""MultiPoint""}";48.85718239169635,2.296943316091291
SANISETTE;;face au 19 AVENUE DE FRIEDLAND;;24 h / 24;Oui;;;"{""coordinates"": [[2.3023619929824823, 48.874613485017605]], ""type"": ""MultiPoint""}";48.874613485017605,2.3023619929824823
SANISETTE;;135  AVENUE PARMENTIER;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.371160533263757, 48.869684239435124]], ""type"": ""MultiPoint""}";48.869684239435124,2.371160533263757
SANISETTE;;57  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3842073245049846, 48.84713481514029]], ""type"": ""MultiPoint""}";48.84713481514029,2.3842073245049846
SANISETTE;;7  RUE JOSEPH CHAILLEY;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.404014379633671, 48.83322595005884]], ""type"": ""MultiPoint""}";48.83322595005884,2.404014379633671
SANISETTE;;90  COURS DE VINCENNES;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4074787752852016, 48.8471076974426]], ""type"": ""MultiPoint""}";48.8471076974426,2.4074787752852016
SANISETTE;;88  RUE DE LYON;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.370285957563934, 48.850846776539186]], ""type"": ""MultiPoint""}";48.850846776539186,2.370285957563934
SANISETTE;;46  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3565324955002307, 48.828056558518995]], ""type"": ""MultiPoint""}";48.828056558518995,2.3565324955002307
SANISETTE;;82  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3158072897475734, 48.82524477075133]], ""type"": ""MultiPoint""}";48.82524477075133,2.3158072897475734
TOILETTES;;SQUARE SAINTE-ODILE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-sainte-odile-2642;"{""coordinates"": [[2.29358154028354, 48.88785096993109]], ""type"": ""MultiPoint""}";48.88785096993109,2.29358154028354
TOILETTES;;SQUARE LOUIS XIII;75004;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-louis-xiii-36;"{""coordinates"": [[2.365276631815183, 48.85522108368081]], ""type"": ""MultiPoint""}";48.85522108368081,2.365276631815183
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.4097694529735363, 48.865186754205176]], ""type"": ""MultiPoint""}";48.865186754205176,2.4097694529735363
TOILETTES;;JARDIN DU 122 RUE DES POISSONNIERS;75018;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-122-rue-des-poissonniers-17468;"{""coordinates"": [[2.353273863532805, 48.89500623115916]], ""type"": ""MultiPoint""}";48.89500623115916,2.353273863532805
TOILETTES;;SQUARE JULIETTE DODU;75010;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-juliette-dodu-2836;"{""coordinates"": [[2.369380499264761, 48.875669096203]], ""type"": ""MultiPoint""}";48.875669096203,2.369380499264761
TOILETTES;;SQUARE TROUSSEAU;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-trousseau-2576;"{""coordinates"": [[2.376966221720433, 48.85002192132091]], ""type"": ""MultiPoint""}";48.85002192132091,2.376966221720433
TOILETTES;;SQUARE CHARLES PEGUY;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""coordinates"": [[2.4061405656535424, 48.83953772127824]], ""type"": ""MultiPoint""}";48.83953772127824,2.4061405656535424
TOILETTES;;JARDIN RACHMANINOV;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-rachmaninov-2681;"{""coordinates"": [[2.363815451695338, 48.89555859860546]], ""type"": ""MultiPoint""}";48.89555859860546,2.363815451695338
TOILETTES;;SQUARE DE LA ZAC DIDOT;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alberto-giacometti-2866;"{""coordinates"": [[2.3198918719148787, 48.833775430556955]], ""type"": ""MultiPoint""}";48.833775430556955,2.3198918719148787
TOILETTES;;BOIS DE BOULOGNE - JARDIN DU PRE CATELAN;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.2523240882300373, 48.865617429829534]], ""type"": ""MultiPoint""}";48.865617429829534,2.2523240882300373
URINOIR;;PLACE HENRI FRENAY;75012;;Non;Non;;"{""coordinates"": [[2.3757608165437056, 48.84510802181112]], ""type"": ""MultiPoint""}";48.84510802181112,2.3757608165437056
